"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cluster"
"Hist1h3f",7.04688197293384e-13,1.06819277762013,0.214,0.093,1.49330475888441e-08,"Hist1h3f","5"
"Serpina3f",7.30391320578324e-13,2.13082888427318,0.06,0.012,1.54777224743753e-08,"Serpina3f","5"
"Ighg2c",7.38682161335812e-13,1.11021916437518,0.214,0.095,1.56534136808672e-08,"Ighg2c","5"
"Mrpl57",7.45704984734474e-13,0.764705091112808,0.416,0.243,1.58022343315082e-08,"Mrpl57","5"
"Esco21",7.5096655666684e-13,2.39135031705143,0.053,0.01,1.5913732302327e-08,"Esco2","5"
"Selenom1",8.94443676329017e-13,2.86524085282527,0.035,0.004,1.89541559450882e-08,"Selenom","5"
"Etfb1",8.9505130448807e-13,0.918499854751775,0.297,0.151,1.89670321934067e-08,"Etfb","5"
"Mcm10",9.36623966290584e-13,2.76109089276054,0.035,0.004,1.98479984696638e-08,"Mcm10","5"
"Tbx211",9.71874495889823e-13,1.11352004118,0.181,0.074,2.05949924424012e-08,"Tbx21","5"
"Lmnb1",9.75873003009799e-13,1.07117726903174,0.254,0.122,2.06797248067807e-08,"Lmnb1","5"
"Krt80",9.85886104775948e-13,3.45614337463931,0.028,0.002,2.08919124463071e-08,"Krt80","5"
"Pnp",1.14842947513145e-12,1.1581361699422,0.196,0.085,2.43363690075106e-08,"Pnp","5"
"Cd300ld3",1.23335183218391e-12,4.22893690558433,0.018,0.001,2.61359586758093e-08,"Cd300ld3","5"
"Mybl2",1.26535503048356e-12,2.45408977752308,0.05,0.009,2.68141384509772e-08,"Mybl2","5"
"Pkhd1l11",1.30616298753966e-12,2.34556703152005,0.048,0.008,2.7678899868953e-08,"Pkhd1l1","5"
"Pdcd12",1.49847694255906e-12,1.31572142091198,0.131,0.046,3.17542248897691e-08,"Pdcd1","5"
"Cdc25b1",1.62241971215477e-12,1.1847627160175,0.184,0.077,3.43806961202718e-08,"Cdc25b","5"
"Tmem160",1.84652663522523e-12,0.694437719228928,0.469,0.283,3.91297459270579e-08,"Tmem160","5"
"Dkkl1",2.04377038957767e-12,3.00803796180546,0.038,0.005,4.33095383255404e-08,"Dkkl1","5"
"Lifr",2.06183573574425e-12,2.99619660601378,0.03,0.003,4.36923610761563e-08,"Lifr","5"
"Camk2n12",2.06476978333515e-12,2.06605280518042,0.071,0.017,4.37545364786552e-08,"Camk2n1","5"
"H1f02",2.21051315840071e-12,1.64999006723731,0.101,0.031,4.68429843396694e-08,"H1f0","5"
"Glrx5",2.40997423924649e-12,0.794496473536257,0.355,0.196,5.10697641038723e-08,"Glrx5","5"
"Dnah12",2.71858773865607e-12,3.92928705627849,0.02,0.001,5.76095927698608e-08,"Dnah12","5"
"Agpat4",2.72267148765295e-12,1.42333985557159,0.128,0.046,5.76961314948537e-08,"Agpat4","5"
"Tifab",2.77200536254444e-12,3.65406382957129,0.023,0.002,5.87415656376793e-08,"Tifab","5"
"Lrg1",2.77608410643446e-12,3.86636019003175,0.02,0.001,5.88279982994526e-08,"Lrg1","5"
"Ighv1-15",2.7851665901689e-12,2.69613239417173,0.043,0.007,5.90204652122692e-08,"Ighv1-15","5"
"Tlr13",2.84325526079251e-12,3.79931282737131,0.02,0.001,6.0251422231454e-08,"Tlr13","5"
"Adssl12",2.84956823329317e-12,2.688079307371,0.035,0.005,6.03852004317156e-08,"Adssl1","5"
"Tspo",3.84408111412165e-12,0.52038983618409,0.642,0.468,8.14599228893519e-08,"Tspo","5"
"Arhgap11a",3.89675616309327e-12,2.00862495447137,0.073,0.018,8.25761598521095e-08,"Arhgap11a","5"
"Entpd12",3.94402526486536e-12,1.32823529967029,0.123,0.043,8.35778393877619e-08,"Entpd1","5"
"1110008P14Rik1",4.48801133016685e-12,0.803319505080328,0.315,0.16,9.51054480975656e-08,"1110008P14Rik","5"
"Mrpl33",4.93604923954775e-12,0.55487328873331,0.62,0.418,1.04599819435256e-07,"Mrpl33","5"
"Cldn13",5.44160505853427e-12,2.05083519267621,0.055,0.011,1.153130527954e-07,"Cldn13","5"
"Cenpk",5.99997702808367e-12,2.13297539045749,0.06,0.013,1.27145513202121e-07,"Cenpk","5"
"Nsmaf1",6.67433740463969e-12,0.793666500306254,0.35,0.191,1.4143588394172e-07,"Nsmaf","5"
"Igkv3-101",8.27757953924374e-12,1.77983735188688,0.083,0.023,1.75410188016114e-07,"Igkv3-10","5"
"Ccdc88a",8.29188895415143e-12,1.8796899666424,0.076,0.02,1.75713418827423e-07,"Ccdc88a","5"
"Oas3",8.44310394118858e-12,1.44625700019173,0.126,0.046,1.78917815617727e-07,"Oas3","5"
"Nudt41",8.73797000470448e-12,1.21080548371058,0.161,0.066,1.85166322369693e-07,"Nudt4","5"
"Chaf1a",9.5944597885432e-12,2.42049832715756,0.048,0.009,2.03316197379019e-07,"Chaf1a","5"
"Phlda3",1.04754323115981e-11,3.39722193100934,0.025,0.002,2.21984886115076e-07,"Phlda3","5"
"Cdca8",1.10612345103333e-11,1.82878329510128,0.086,0.025,2.34398620508474e-07,"Cdca8","5"
"Cenpe",1.59466756813802e-11,1.77660044795002,0.083,0.024,3.37926004364127e-07,"Cenpe","5"
"Cenpw",1.6601539324432e-11,1.55495254660382,0.103,0.034,3.51803219824039e-07,"Cenpw","5"
"Ifi207",1.7836200471588e-11,2.45590101859106,0.038,0.006,3.77966924193421e-07,"Ifi207","5"
"Trim10",1.87388790101219e-11,1.94281784257083,0.06,0.014,3.97095585103493e-07,"Trim10","5"
"Gstm5",2.00469966070039e-11,3.1817932750304,0.028,0.003,4.24815905099019e-07,"Gstm5","5"
"Dusp51",2.0897038240862e-11,0.950374997819014,0.242,0.119,4.42829137362106e-07,"Dusp5","5"
"Radx",2.24738529183395e-11,5.17710089506519,0.013,0,4.76243417192532e-07,"Radx","5"
"Ms4a3",2.27083679426054e-11,4.41948358190679,0.018,0.001,4.8121302507175e-07,"Ms4a3","5"
"Ighv14-1",2.31365920794689e-11,4.1842619909988,0.018,0.001,4.90287522756025e-07,"Ighv14-1","5"
"Dach1",2.33536586880161e-11,4.21294863451361,0.018,0.001,4.94887381257749e-07,"Dach1","5"
"Fbxl7",2.34264562970199e-11,4.12310562130502,0.018,0.001,4.96430035390148e-07,"Fbxl7","5"
"Prune2",2.34264562970199e-11,4.13961957381563,0.018,0.001,4.96430035390148e-07,"Prune2","5"
"Ifih12",2.35603956467527e-11,1.20471786079664,0.146,0.057,4.99268344150336e-07,"Ifih1","5"
"Farp12",2.37052511891999e-11,1.20930795608635,0.146,0.058,5.02337977950334e-07,"Farp1","5"
"Dnah2",2.38679300648591e-11,3.92942796282532,0.018,0.001,5.05785306004429e-07,"Dnah2","5"
"Rom11",2.41668280920969e-11,1.97272491809649,0.065,0.016,5.12119254099626e-07,"Rom1","5"
"Ncaph",2.41956479211947e-11,1.91076095464889,0.063,0.015,5.12729975098037e-07,"Ncaph","5"
"Ndrg4",2.52234271944439e-11,6.09917276751217,0.01,0,5.3450964567746e-07,"Ndrg4","5"
"Srcin1",2.52234271944439e-11,5.99700255351035,0.01,0,5.3450964567746e-07,"Srcin1","5"
"Ighv1-391",2.65026926222556e-11,2.78097864601294,0.033,0.004,5.61618559358219e-07,"Ighv1-39","5"
"Ms4a7",2.8987606469893e-11,3.67792494219322,0.02,0.001,6.14276368703502e-07,"Ms4a7","5"
"Smc2",3.11819183450608e-11,1.10728027505341,0.191,0.087,6.60776031650183e-07,"Smc2","5"
"Atxn11",3.31522110335884e-11,0.551900564998517,0.569,0.391,7.02528504012773e-07,"Atxn1","5"
"Ftl1-ps1",3.32770025625626e-11,2.15027096332761,0.053,0.011,7.05172961303264e-07,"Ftl1-ps1","5"
"Tnfaip2",3.68925106413085e-11,2.60855962150836,0.038,0.006,7.81789192999969e-07,"Tnfaip2","5"
"Gabarap",4.32017876751314e-11,0.51430196174062,0.637,0.433,9.1548908262371e-07,"Gabarap","5"
"Cd821",4.3371217953525e-11,0.67065145920172,0.431,0.263,9.19079479653147e-07,"Cd82","5"
"Gsr",4.61716081781707e-11,0.965555975965041,0.217,0.102,9.78422548903615e-07,"Gsr","5"
"Cst71",4.88721153976805e-11,0.864782427251349,0.264,0.137,1.03564899739225e-06,"Cst7","5"
"Ccnb2",4.89884989757337e-11,2.01060122953603,0.063,0.015,1.03811528179477e-06,"Ccnb2","5"
"Ccdc12",4.91818632002789e-11,0.632327301505141,0.486,0.305,1.04221286307711e-06,"Ccdc12","5"
"Plek2",5.1418340530738e-11,3.19052868314562,0.025,0.002,1.08960605418687e-06,"Plek2","5"
"Cks2",5.32118963458648e-11,1.1177341994272,0.179,0.079,1.12761329546522e-06,"Cks2","5"
"Pbk",5.54580136578792e-11,2.49762031071721,0.04,0.007,1.17521076742412e-06,"Pbk","5"
"Txndc17",6.03055342140462e-11,0.758000433355438,0.358,0.208,1.27793457552985e-06,"Txndc17","5"
"Sh3bgrl3",6.5018082855637e-11,0.848724809500834,0.277,0.147,1.3777981937938e-06,"Sh3bgrl","5"
"Gm177451",6.74719532007943e-11,2.01432535649252,0.06,0.014,1.42979816027803e-06,"Gm17745","5"
"Ighv1-71",7.21755694703956e-11,3.22974282902735,0.028,0.003,1.52947249264715e-06,"Ighv1-71","5"
"Nfe2",7.38166769681565e-11,2.23206276890437,0.045,0.009,1.5642492016322e-06,"Nfe2","5"
"Cmpk21",7.40106450830665e-11,1.68812692395499,0.076,0.021,1.56835957995526e-06,"Cmpk2","5"
"Smim11",7.4410096405514e-11,2.74615078141307,0.033,0.005,1.57682435292925e-06,"Smim1","5"
"Clec2g1",7.69585925131434e-11,3.03213911715925,0.03,0.004,1.63082953394602e-06,"Clec2g","5"
"Rhbdf2",7.84142044403658e-11,1.60353271849268,0.083,0.025,1.66167540629579e-06,"Rhbdf2","5"
"Mir22hg",8.40282492116046e-11,2.86301934068349,0.03,0.004,1.78064262904311e-06,"Mir22hg","5"
"Msrb1",8.61918154242890e-11,1.0643667966177,0.176,0.077,1.82649076065611e-06,"Msrb1","5"
"Nab11",9.09954682337195e-11,0.743054626650947,0.35,0.199,1.92828496734075e-06,"Nab1","5"
"Gbp2",9.12070486113008e-11,1.02389408510541,0.204,0.096,1.93276856712208e-06,"Gbp2","5"
"Igkv13-85",9.65244219968189e-11,2.35100191644076,0.05,0.011,2.04544902653459e-06,"Igkv13-85","5"
"Txndc51",9.9331797274414e-11,1.03221014443959,0.204,0.095,2.10494011604211e-06,"Txndc5","5"
"Pou2f22",1.12497805100259e-10,0.799786415442909,0.358,0.217,2.38394098787959e-06,"Pou2f2","5"
"Ociad2",1.15072658729027e-10,3.23713626543562,0.023,0.002,2.4385047111268e-06,"Ociad2","5"
"Ckap2",1.19098947599907e-10,2.44319378667552,0.043,0.008,2.52382579858962e-06,"Ckap2","5"
"Ctsa",1.20620257880799e-10,0.932569253526487,0.252,0.13,2.556063884752e-06,"Ctsa","5"
"Nxpe2",1.21785360875437e-10,1.80904697853276,0.071,0.019,2.58075358231138e-06,"Nxpe2","5"
"Igkv17-127",1.22704496076009e-10,1.61258305362078,0.098,0.033,2.6002309763467e-06,"Igkv17-127","5"
"Ndufb7",1.26950786262286e-10,0.536788905421768,0.569,0.401,2.6902141116841e-06,"Ndufb7","5"
"F630206G17Rik",1.28446320253384e-10,2.39320639964441,0.043,0.008,2.72190597248947e-06,"F630206G17Rik","5"
"Spag5",1.36312095653915e-10,2.5703722436726,0.035,0.005,2.88858961900211e-06,"Spag5","5"
"Itgam1",1.48136984941288e-10,2.17217822072732,0.045,0.009,3.13917084789083e-06,"Itgam","5"
"Igkv5-43",1.52834458095721e-10,1.4862819752291,0.091,0.029,3.23871500150643e-06,"Igkv5-43","5"
"Ostf11",1.5438518365505e-10,0.565710054728209,0.544,0.362,3.27157642683416e-06,"Ostf1","5"
"Stom",1.74641952307475e-10,2.2154345792307,0.05,0.011,3.7008376113477e-06,"Stom","5"
"Incenp",1.8096932269597e-10,1.35304160280236,0.118,0.044,3.83492091725031e-06,"Incenp","5"
"Spic",2.12534856420662e-10,2.50213753338679,0.033,0.005,4.50382614241024e-06,"Spic","5"
"Psmb10",2.13835057197866e-10,0.657428470424369,0.441,0.277,4.53137869707998e-06,"Psmb10","5"
"Gm347941",2.47948488391709e-10,1.80659244699326,0.071,0.02,5.2542764175087e-06,"Gm34794","5"
"9630013D21Rik1",2.68006064936357e-10,2.88712360247185,0.028,0.003,5.67931652206634e-06,"9630013D21Rik","5"
"Ehbp1l11",2.6856352181608e-10,1.02933608927117,0.174,0.078,5.69112959080456e-06,"Ehbp1l1","5"
"Plekhb22",2.75099506538057e-10,0.985615320254402,0.194,0.091,5.82963364304796e-06,"Plekhb2","5"
"Ighv13-2",2.83003067853144e-10,3.58376877150422,0.018,0.001,5.99711801087598e-06,"Ighv13-2","5"
"Hist1h4h",2.99816608567525e-10,0.97339987176359,0.214,0.104,6.35341375215441e-06,"Hist1h4h","5"
"Eno3",3.01832916911709e-10,1.84862844503314,0.06,0.015,6.39614134227604e-06,"Eno3","5"
"Naip23",3.10147741514444e-10,1.53675344527758,0.081,0.024,6.57234079043259e-06,"Naip2","5"
"Rora2",3.12761997938047e-10,0.830828979259298,0.247,0.127,6.62773949830515e-06,"Rora","5"
"Alad1",3.15193688097475e-10,1.32642872356556,0.118,0.045,6.67926944447359e-06,"Alad","5"
"Sdf2l11",3.41376237492826e-10,1.29057240545089,0.131,0.053,7.23410384871048e-06,"Sdf2l1","5"
"Hist1h3i",3.75014773849183e-10,1.32471099507535,0.116,0.043,7.94693807263804e-06,"Hist1h3i","5"
"Arpp21",4.99604874577936e-10,4.0947665868327,0.023,0.002,1.05871268971811e-05,"Arpp21","5"
"E2f7",5.19892767011997e-10,3.55828446305503,0.023,0.002,1.10170476257512e-05,"E2f7","5"
"Ttk",5.61668594493132e-10,3.05507062875076,0.023,0.002,1.1902319185904e-05,"Ttk","5"
"Ntn41",5.69151758723123e-10,2.90620924964774,0.023,0.002,1.20608949191017e-05,"Ntn4","5"
"Xdh2",6.44634937829882e-10,1.10985397143716,0.156,0.069,1.3660458967553e-05,"Xdh","5"
"Stk32c2",6.62581658645931e-10,2.58091673388033,0.035,0.006,1.40407679283659e-05,"Stk32c","5"
"Ifit3",6.71631297507226e-10,1.87692953942091,0.073,0.022,1.42325388254756e-05,"Ifit3","5"
"Fgl21",6.86050451161759e-10,1.69735491994438,0.073,0.022,1.45380951105688e-05,"Fgl2","5"
"Il102",6.86109426763323e-10,2.55263738334896,0.035,0.006,1.45393448625416e-05,"Il10","5"
"Hist1h2bb",7.13030206615732e-10,1.28477892259977,0.096,0.032,1.5109823108394e-05,"Hist1h2bb","5"
"Zdhhc14",7.19956822429005e-10,1.08772945373245,0.154,0.067,1.5256605024093e-05,"Zdhhc14","5"
"Stil1",7.50537125232245e-10,2.52352299671921,0.043,0.009,1.59046322207965e-05,"Stil","5"
"Ndufb9",7.550764112043e-10,0.54872864471141,0.537,0.367,1.60008242298303e-05,"Ndufb9","5"
"Creg1",7.56488376631653e-10,0.912269063266593,0.214,0.107,1.60307451892014e-05,"Creg1","5"
"Cdkn2a1",7.74268610959703e-10,2.96071177579458,0.025,0.003,1.64075261348471e-05,"Cdkn2a","5"
"Prelid1",7.75754779930889e-10,0.596474371652973,0.486,0.327,1.64390195415155e-05,"Prelid1","5"
"Ska3",8.04616886977871e-10,2.85241646453619,0.028,0.004,1.70506364519481e-05,"Ska3","5"
"Btnl10",8.46653609816008e-10,2.37116089319765,0.038,0.007,1.7941436645611e-05,"Btnl10","5"
"Ildr12",8.56717153545539e-10,1.90742635165186,0.06,0.016,1.81546932007835e-05,"Ildr1","5"
"Racgap12",8.78379437724309e-10,0.972430825391783,0.209,0.105,1.86137386648158e-05,"Racgap1","5"
"Fhl21",9.26031545257311e-10,2.17270584997289,0.043,0.009,1.96235344755477e-05,"Fhl2","5"
"Asf1b1",9.39189991108373e-10,1.87997097784456,0.06,0.016,1.99023751015775e-05,"Asf1b","5"
"Trappc41",9.71091638228551e-10,0.804375755400085,0.272,0.146,2.05784029057012e-05,"Trappc4","5"
"Tmem256",9.90208285404916e-10,0.803637779098128,0.257,0.134,2.09835037760156e-05,"Tmem256","5"
"Igkv4-68",1.0177323481446e-09,2.79177558501718,0.033,0.005,2.15667661895322e-05,"Igkv4-68","5"
"Mrpl20",1.03688358430334e-09,0.757798848494656,0.31,0.175,2.19726000349721e-05,"Mrpl20","5"
"Litaf1",1.0477045009898e-09,1.1983289681045,0.118,0.046,2.22019060804748e-05,"Litaf","5"
"Casp12",1.07189443815774e-09,1.16439402230615,0.128,0.052,2.27145150390006e-05,"Casp1","5"
"Nfic",1.13255985351937e-09,1.1703186834524,0.139,0.058,2.4000075855929e-05,"Nfic","5"
"Nxpe4",1.16032163970115e-09,2.5332202512183,0.033,0.005,2.45883758669071e-05,"Nxpe4","5"
"Fkbp1b",1.19091252741645e-09,4.65553960040716,0.013,0,2.52366273684819e-05,"Fkbp1b","5"
"Zbp1",1.19501645013774e-09,0.862746677259917,0.234,0.121,2.53235935948689e-05,"Zbp1","5"
"2210414B05Rik",1.20371088914018e-09,4.45382194935494,0.013,0,2.55078374517695e-05,"2210414B05Rik","5"
"Pde8b",1.2080067314976e-09,4.41039384372866,0.013,0,2.55988706471656e-05,"Pde8b","5"
"Cxcl102",1.57359074079798e-09,2.19246027342805,0.043,0.009,3.33459613882499e-05,"Cxcl10","5"
"Fam129a2",1.58129438099748e-09,0.90844781116062,0.191,0.092,3.35092092277176e-05,"Fam129a","5"
"Cd442",1.59600313932056e-09,0.640332533070078,0.378,0.226,3.38209025253419e-05,"Cd44","5"
"Itgb51",1.60546501664115e-09,2.75994791222701,0.03,0.005,3.40214091676427e-05,"Itgb5","5"
"Vmp1",1.62399077588221e-09,0.720709498287453,0.338,0.198,3.44139885317199e-05,"Vmp1","5"
"Clic4",1.8205669879534e-09,1.06816454546608,0.166,0.076,3.85796350417205e-05,"Clic4","5"
"Vamp52",2.0102756728137e-09,0.907418360839183,0.204,0.101,4.25997517825951e-05,"Vamp5","5"
"Mxd3",2.10327524850565e-09,3.28862377797618,0.023,0.002,4.45705057910833e-05,"Mxd3","5"
"Fut7",2.21955053222331e-09,3.56414017003983,0.018,0.001,4.70344953283442e-05,"Fut7","5"
"Ogfrl1",2.26071566416192e-09,1.79729998281574,0.058,0.015,4.79068256392553e-05,"Ogfrl1","5"
"Pla2g4a",2.27743576751462e-09,3.40810112356217,0.018,0.001,4.82611413494024e-05,"Pla2g4a","5"
"Fignl1",2.34040347321682e-09,1.98466010399717,0.05,0.012,4.95954900009377e-05,"Fignl1","5"
"Nbeal21",2.35995737712655e-09,0.905744839221456,0.224,0.116,5.00098567786888e-05,"Nbeal2","5"
"Nenf1",2.55387700186539e-09,1.2861188564655,0.111,0.043,5.41192075465296e-05,"Nenf","5"
"Ifi2112",2.55979681640694e-09,2.57393859807307,0.033,0.005,5.42446543364795e-05,"Ifi211","5"
"Hist1h2ad",2.59791756585814e-09,1.80873620185191,0.063,0.018,5.50524711380998e-05,"Hist1h2ad","5"
"Xk1",2.65576531514202e-09,2.23734935150937,0.043,0.009,5.62783227931744e-05,"Xk","5"
"Fcgr1",2.66094309273442e-09,3.69148465218826,0.015,0.001,5.63880450781351e-05,"Fcgr1","5"
"Hist1h2bj",2.74862533841535e-09,1.16997109111133,0.128,0.053,5.82461195463598e-05,"Hist1h2bj","5"
"Isg201",2.83805883431198e-09,1.16610357196766,0.144,0.063,6.01413047579051e-05,"Isg20","5"
"Arsb1",2.85491371938456e-09,0.71309447724241,0.267,0.144,6.04984766274782e-05,"Arsb","5"
"H2afx",2.87332689224999e-09,1.03987420955788,0.174,0.082,6.08886701736696e-05,"H2afx","5"
"Podnl11",3.08897748252733e-09,1.37791800232369,0.101,0.037,6.54585218322366e-05,"Podnl1","5"
"Gcnt2",3.11543571591288e-09,2.4366685622839,0.035,0.006,6.60191982559099e-05,"Gcnt2","5"
"Sh3glb1",3.18026357944853e-09,0.522323240735727,0.539,0.366,6.73929655120938e-05,"Sh3glb1","5"
"Shtn11",3.25946293509791e-09,1.96683946775769,0.043,0.009,6.90712790576598e-05,"Shtn1","5"
"Sgo11",3.31206698148313e-09,2.30392668217686,0.035,0.006,7.0186011404609e-05,"Sgo1","5"
"Rhog",3.35191248677622e-09,0.637327766801115,0.398,0.251,7.1030377507275e-05,"Rhog","5"
"Lmo2",3.51717101184543e-09,1.31097057130024,0.091,0.031,7.45323709120165e-05,"Lmo2","5"
"Cenpa",3.57339299832457e-09,1.12412507210445,0.169,0.08,7.57237710274959e-05,"Cenpa","5"
"Pi4k2b",3.65361857541387e-09,1.96338864405647,0.053,0.013,7.74238312315953e-05,"Pi4k2b","5"
"Slc15a31",4.10838523142452e-09,2.5771730460625,0.03,0.005,8.70607914391169e-05,"Slc15a3","5"
"Paqr41",4.31632750790421e-09,2.541997581211,0.03,0.005,9.14672962199981e-05,"Paqr4","5"
"Cyfip12",4.56293681711096e-09,0.966406235490984,0.151,0.067,9.66931940913983e-05,"Cyfip1","5"
"Atad5",4.84627706610457e-09,1.47100665232778,0.078,0.025,0.000102697457307822,"Atad5","5"
"Dtl2",4.90868932124379e-09,1.76983921968409,0.055,0.014,0.000104020035406477,"Dtl","5"
"Calm31",5.08028821544712e-09,0.59657087650343,0.443,0.297,0.00010765638757354,"Calm3","5"
"Mtus1",5.36295787138123e-09,5.05585937809204,0.01,0,0.00011364644025244,"Mtus1","5"
"Rab3il1",5.37850385771229e-09,2.49242570295899,0.033,0.006,0.000113975875248781,"Rab3il1","5"
"Sgms2",5.38473922835805e-09,5.0209988700664,0.01,0,0.000114108008988135,"Sgms2","5"
"Fasl1",5.4285203733418e-09,1.32996214060928,0.096,0.035,0.000115035775231486,"Fasl","5"
"Lilra5",5.45060096089175e-09,4.54855270176853,0.01,0,0.000115503684962257,"Lilra5","5"
"Kif5a",5.45060096089175e-09,4.59856622391085,0.01,0,0.000115503684962257,"Kif5a","5"
"Cd300lb",5.45060096089175e-09,4.6625891316961,0.01,0,0.000115503684962257,"Cd300lb","5"
"Muc20",5.45060096089175e-09,4.42276443005421,0.01,0,0.000115503684962257,"Muc20","5"
"Treml4",5.82131607905491e-09,3.18842678723077,0.02,0.002,0.000123359509031253,"Treml4","5"
"Lyz2",6.11083207566901e-09,0.927115068071094,0.176,0.084,0.000129494642515502,"Lyz2","5"
"Shcbp1",6.20116874764841e-09,2.36026312629913,0.035,0.007,0.000131408966931418,"Shcbp1","5"
"Spc24",6.22222840156422e-09,1.8724517059464,0.055,0.015,0.000131855242057547,"Spc24","5"
"Endod12",6.31942772296682e-09,1.16995771620397,0.111,0.043,0.00013391499287739,"Endod1","5"
"Hist1h2bm",6.55390105468251e-09,1.54490606551635,0.076,0.024,0.000138883717249777,"Hist1h2bm","5"
"Fcrl51",6.62769446528998e-09,1.75616536415322,0.065,0.019,0.00014044747341396,"Fcrl5","5"
"Gm36161",7.33774221324035e-09,2.86417374118806,0.025,0.003,0.000155494095240776,"Gm36161","5"
"Aif1",7.89142861347032e-09,1.72223218167614,0.063,0.018,0.000167227263748049,"Aif1","5"
"Mboat2",8.20087002214694e-09,2.77124620105167,0.03,0.005,0.000173784636639316,"Mboat2","5"
"Ndufb8",8.26697260367933e-09,0.607286635261943,0.401,0.253,0.000175185416444569,"Ndufb8","5"
"Trip132",8.47049007211969e-09,2.7192010368836,0.03,0.005,0.000179498155118288,"Trip13","5"
"Emp11",8.58083393764228e-09,1.88806497153655,0.048,0.012,0.000181836451972577,"Emp1","5"
"Ncapg1",8.73046131159699e-09,2.04125536844105,0.043,0.01,0.000185007205654052,"Ncapg","5"
"Igkv3-4",9.29895250719522e-09,1.33055042127924,0.111,0.045,0.000197054102579974,"Igkv3-4","5"
"Esm11",9.741821375014e-09,2.39952408653836,0.03,0.005,0.000206438936757922,"Esm1","5"
"Rilpl22",1.06287783442013e-08,0.851784938868135,0.209,0.109,0.000225234441891969,"Rilpl2","5"
"Kctd172",1.14587991848086e-08,2.30436213908282,0.038,0.008,0.000242823413525279,"Kctd17","5"
"Alcam2",1.16241210715828e-08,0.878887527412485,0.164,0.077,0.000246326749627912,"Alcam","5"
"Ms4a4a1",1.24783569611281e-08,2.08546578695703,0.038,0.008,0.000264428862363265,"Ms4a4a","5"
"Cybb2",1.2673748912434e-08,1.1269184826484,0.159,0.076,0.000268569413203388,"Cybb","5"
"Bub11",1.2734573043097e-08,2.05938437643487,0.038,0.008,0.000269858337356268,"Bub1","5"
"Rab39b",1.31062557658859e-08,3.43584828212089,0.018,0.002,0.000277734665934889,"Rab39b","5"
"1700001O22Rik",1.3451597977627e-08,3.21002534257356,0.018,0.002,0.000285052812743893,"1700001O22Rik","5"
"Pola1",1.36378014128815e-08,1.05068110600579,0.171,0.084,0.000288998649740371,"Pola1","5"
"Serpinb6a1",1.39487286589899e-08,0.9129309472356,0.189,0.094,0.000295587509012654,"Serpinb6a","5"
"Fn3k",1.43862722041918e-08,2.55911298980161,0.028,0.004,0.000304859494279028,"Fn3k","5"
"Crlf22",1.49476749129398e-08,0.838511469516236,0.202,0.101,0.000316756179080108,"Crlf2","5"
"Fmn12",1.54689850076555e-08,2.50004568796408,0.028,0.004,0.000327803261297227,"Fmn1","5"
"Anxa42",1.5931217977702e-08,1.94039777823539,0.043,0.01,0.000337598440165483,"Anxa4","5"
"Igkv17-121",1.64816444308645e-08,1.17393547014898,0.113,0.046,0.000349262527134449,"Igkv17-121","5"
"Reln",1.7216565651482e-08,2.10116502490435,0.04,0.009,0.000364836242720556,"Reln","5"
"Tubb4b",1.83380892326489e-08,0.785330428999426,0.27,0.155,0.000388602448929063,"Tubb4b","5"
"Bcl31",1.87454191799771e-08,1.19483001878823,0.111,0.045,0.000397234177842894,"Bcl3","5"
"Plaat31",1.96143749821642e-08,0.661549525282526,0.355,0.221,0.000415648220247042,"Plaat3","5"
"Klf123",2.05751422651076e-08,1.5739871528702,0.081,0.028,0.000436007839739895,"Klf12","5"
"Aqp11",2.16940173537064e-08,3.38915277724475,0.02,0.002,0.000459717921742393,"Aqp11","5"
"Tjp1",2.28847172887305e-08,3.13713521334759,0.02,0.002,0.000484950044065487,"Tjp1","5"
"Nupr1",2.32159787110293e-08,3.02492261978275,0.02,0.002,0.000491969804865423,"Nupr1","5"
"Rag1",2.32896003247757e-08,5.203608392666,0.013,0.001,0.000493529920482323,"Rag1","5"
"Mmp9",2.33114765806055e-08,2.8825308771356,0.02,0.002,0.000493993500219612,"Mmp9","5"
"Cdkn2b1",2.3699306470518e-08,3.41383096664283,0.015,0.001,0.000502212003416746,"Cdkn2b","5"
"Hs3st2",2.40166576259133e-08,3.94665167166261,0.013,0.001,0.000508936991750729,"Hs3st2","5"
"Cd59a",2.40424219703511e-08,2.87735435902476,0.023,0.003,0.00050948296397371,"Cd59a","5"
"Upp2",2.40905633740279e-08,3.87775675369245,0.013,0.001,0.000510503128459024,"Upp2","5"
"Smim32",2.41091455430458e-08,2.32420292601175,0.033,0.006,0.000510896903202684,"Smim3","5"
"Gng21",2.42098194465836e-08,0.597178564242625,0.348,0.207,0.000513030283892552,"Gng2","5"
"Lilra6",2.4239037649521e-08,3.77135669290127,0.013,0.001,0.000513649446830999,"Lilra6","5"
"Azin2",2.43136074544971e-08,3.73719647758519,0.013,0.001,0.000515229655568248,"Azin2","5"
"Gm17749",2.43883998923265e-08,3.66348970379173,0.013,0.001,0.00051681458211829,"Gm17749","5"
"Capn21",2.62795656322395e-08,0.840381757401749,0.196,0.1,0.000556890275312788,"Capn2","5"
"Sept111",2.97185668153026e-08,0.786079240096617,0.249,0.14,0.000629766149383077,"Sept11","5"
"Dennd5a1",3.2125483809009e-08,0.922229039273462,0.146,0.067,0.00068077112739671,"Dennd5a","5"
